id;first_name;username;created_at;has_paid_ever;first_paid_at;referrer_id
7512940628;No;ittadorik;2025-08-19 23:17:08;False;;
1146900703;Саид;Lairon2005;2025-08-19 23:20:22;False;;
1204967278;718;ittadoru;2025-08-20 18:45:34;False;;
